2015 8 9 0 0 17.00 -40330.0000 -10340.0000 6641.0000 
2015 8 9 0 1 43.00 -40330.0000 -10330.0000 6665.0000 
2015 8 9 0 3 9.00 -40330.0000 -10330.0000 6651.0000 
2015 8 9 0 4 35.00 -40340.0000 -10330.0000 6637.0000 
2015 8 9 0 6 2.00 -40340.0000 -10340.0000 6620.0000 
2015 8 9 0 7 28.00 -40340.0000 -10340.0000 6605.0000 
2015 8 9 0 8 53.00 -40340.0000 -10340.0000 6588.0000 
2015 8 9 0 10 19.00 -40340.0000 -10350.0000 6570.0000 
2015 8 9 0 11 45.00 -40340.0000 -10350.0000 6553.0000 
2015 8 9 0 13 11.00 -40350.0000 -10350.0000 6536.0000 
2015 8 9 0 14 37.00 -40350.0000 -10360.0000 6520.0000 
2015 8 9 0 16 3.00 -40350.0000 -10360.0000 6501.0000 
2015 8 9 0 17 29.00 -40350.0000 -10360.0000 6484.0000 
2015 8 9 0 18 56.00 -40350.0000 -10370.0000 6465.0000 
2015 8 9 0 20 22.00 -40360.0000 -10370.0000 6445.0000 
2015 8 9 0 21 48.00 -40360.0000 -10370.0000 6426.0000 
2015 8 9 0 23 14.00 -40360.0000 -10380.0000 6406.0000 
2015 8 9 0 24 40.00 -40360.0000 -10380.0000 6386.0000 
2015 8 9 0 26 6.00 -40370.0000 -10380.0000 6368.0000 
2015 8 9 0 27 32.00 -40370.0000 -10380.0000 6347.0000 
2015 8 9 0 28 58.00 -40370.0000 -10390.0000 6328.0000 
2015 8 9 0 30 23.00 -40370.0000 -10390.0000 6307.0000 
2015 8 9 0 31 50.00 -40380.0000 -10390.0000 6285.0000 
2015 8 9 0 33 16.00 -40380.0000 -10400.0000 6265.0000 
2015 8 9 0 34 42.00 -40380.0000 -10400.0000 6243.0000 
2015 8 9 0 36 8.00 -40380.0000 -10400.0000 6223.0000 
2015 8 9 0 37 34.00 -40390.0000 -10400.0000 6201.0000 
2015 8 9 0 39 0.00 -40390.0000 -10410.0000 6179.0000 
2015 8 9 0 40 26.00 -40390.0000 -10410.0000 6161.0000 
2015 8 9 0 41 52.00 -40390.0000 -10410.0000 6137.0000 
2015 8 9 0 43 18.00 -40400.0000 -10410.0000 6114.0000 
2015 8 9 0 44 44.00 -40400.0000 -10420.0000 6090.0000 
2015 8 9 0 46 10.00 -40400.0000 -10420.0000 6067.0000 
2015 8 9 0 47 36.00 -40400.0000 -10420.0000 6049.0000 
2015 8 9 0 49 2.00 -40410.0000 -10420.0000 6024.0000 
2015 8 9 0 50 28.00 -40410.0000 -10430.0000 6002.0000 
2015 8 9 0 51 54.00 -40410.0000 -10430.0000 5976.0000 
2015 8 9 0 53 20.00 -40420.0000 -10430.0000 5951.0000 
2015 8 9 0 54 46.00 -40420.0000 -10430.0000 5929.0000 
2015 8 9 0 56 12.00 -40420.0000 -10440.0000 5901.0000 
2015 8 9 0 57 38.00 -40430.0000 -10440.0000 5877.0000 
2015 8 9 0 59 4.00 -40430.0000 -10440.0000 5853.0000 
2015 8 9 1 0 30.00 -40430.0000 -10440.0000 5826.0000 
2015 8 9 1 1 56.00 -40430.0000 -10450.0000 5802.0000 
2015 8 9 1 3 22.00 -40440.0000 -10450.0000 5774.0000 
2015 8 9 1 4 48.00 -40440.0000 -10450.0000 5749.0000 
2015 8 9 1 6 14.00 -40440.0000 -10450.0000 5721.0000 
2015 8 9 1 7 40.00 -40450.0000 -10450.0000 5694.0000 
2015 8 9 1 9 6.00 -40450.0000 -10460.0000 5670.0000 
2015 8 9 1 10 32.00 -40450.0000 -10460.0000 5645.0000 
2015 8 9 1 11 58.00 -40460.0000 -10460.0000 5619.0000 
2015 8 9 1 13 24.00 -40460.0000 -10460.0000 5590.0000 
2015 8 9 1 14 50.00 -40460.0000 -10460.0000 5559.0000 
2015 8 9 1 16 16.00 -40470.0000 -10460.0000 5536.0000 
2015 8 9 1 17 42.00 -40470.0000 -10470.0000 5506.0000 
2015 8 9 1 19 8.00 -40470.0000 -10470.0000 5480.0000 
2015 8 9 1 20 34.00 -40480.0000 -10470.0000 5450.0000 
2015 8 9 1 22 0.00 -40480.0000 -10470.0000 5420.0000 
2015 8 9 1 23 26.00 -40480.0000 -10470.0000 5390.0000 
2015 8 9 1 24 52.00 -40490.0000 -10470.0000 5362.0000 
2015 8 9 1 26 18.00 -40490.0000 -10480.0000 5333.0000 
2015 8 9 1 27 44.00 -40490.0000 -10480.0000 5301.0000 
2015 8 9 1 29 10.00 -40500.0000 -10480.0000 5270.0000 
2015 8 9 1 30 36.00 -40500.0000 -10480.0000 5243.0000 
2015 8 9 1 32 3.00 -40510.0000 -10480.0000 5211.0000 
2015 8 9 1 33 29.00 -40510.0000 -10480.0000 5188.0000 
2015 8 9 1 34 55.00 -40510.0000 -10480.0000 5151.0000 
2015 8 9 1 36 21.00 -40520.0000 -10480.0000 5123.0000 
2015 8 9 1 37 46.00 -40520.0000 -10480.0000 5094.0000 
2015 8 9 1 39 12.00 -40520.0000 -10490.0000 5058.0000 
2015 8 9 1 40 38.00 -40530.0000 -10490.0000 5032.0000 
